date,수분1,수분2,수분3,수분4,수분5
2022-11-24,30.423076923076923,23.86923076923077,26.696153846153848,27.98076923076923,27.5
2022-11-25,29.722727272727273,23.75,26.018181818181816,27.927272727272726,27.563636363636363
2022-11-26,29.970212765957445,23.704255319148935,26.204255319148935,27.993617021276595,27.361702127659573
2022-11-27,29.24,22.78666666666667,25.32,26.755555555555556,26.984444444444442
2022-11-28,31.38936170212766,24.440425531914894,28.51063829787234,29.580851063829787,28.029787234042555
2022-11-29,45.97111111111111,30.704444444444444,99.9,56.248888888888885,32.33777777777778
2022-11-30,40.85531914893617,27.88936170212766,98.15957446808511,44.62340425531915,31.148936170212767
2022-12-01,36.33111111111111,25.953333333333337,62.45333333333333,34.39111111111111,30.633333333333333
2022-12-02,34.53333333333333,24.979999999999997,62.42,32.44888888888889,29.288888888888888
2022-12-03,34.99767441860465,26.474418604651166,98.80232558139535,32.53953488372093,29.48139534883721
2022-12-04,33.77727272727273,25.05,98.42045454545455,32.268181818181816,28.045454545454547
2022-12-05,32.231914893617024,19.96382978723404,55.44893617021276,31.380851063829788,24.84468085106383
2022-12-06,32.03478260869565,19.31086956521739,46.00217391304348,31.347826086956523,22.508695652173916
2022-12-07,32.17777777777778,21.975555555555555,58.10888888888889,31.59777777777778,23.46
2022-12-08,31.924444444444443,19.88222222222222,52.21777777777778,31.844444444444445,22.175555555555555
2022-12-09,31.906382978723403,20.378723404255318,32.87234042553192,31.6,21.77872340425532
2022-12-10,31.04,18.41,24.4025,30.9075,20.7025
2022-12-11,31.06046511627907,18.37674418604651,24.888372093023257,31.023255813953487,20.548837209302327
2022-12-12,30.3625,15.115,24.5875,30.222500000000004,18.517500000000002
2022-12-13,31.053333333333335,18.184444444444445,25.14888888888889,30.439999999999998,20.191111111111113
2022-12-14,30.013333333333332,15.066666666666666,26.293333333333333,29.43777777777778,17.695555555555558
2022-12-15,29.908510638297873,12.22127659574468,47.7,29.51063829787234,15.825531914893617
2022-12-16,30.10222222222222,11.18,58.351111111111116,29.42888888888889,16.535555555555558
2022-12-17,29.555319148936167,7.370212765957446,37.62340425531915,28.774468085106385,12.27659574468085
2022-12-18,29.630232558139532,7.479069767441861,29.074418604651164,28.611627906976743,13.553488372093023
2022-12-19,29.42391304347826,7.817391304347827,27.80217391304348,28.289130434782606,10.917391304347825
2022-12-20,30.286956521739132,10.167391304347825,33.56304347826087,28.319565217391304,10.597826086956522
2022-12-21,32.01363636363636,18.63181818181818,36.15,29.520454545454548,20.74318181818182
2022-12-22,32.05744680851064,21.29787234042553,49.33404255319149,29.74468085106383,24.121276595744682
2022-12-23,31.87826086956522,21.87391304347826,46.665217391304346,29.258695652173916,24.39782608695652
2022-12-24,31.495555555555555,22.03111111111111,34.093333333333334,29.162222222222223,23.993333333333336
2022-12-25,30.61333333333333,12.422222222222222,34.446666666666665,28.72222222222222,19.68888888888889
2022-12-26,29.919565217391302,8.839130434782609,27.354347826086954,28.13913043478261,15.589130434782609
2022-12-27,29.078260869565216,6.969565217391305,31.402173913043477,27.926086956521736,11.965217391304348
2022-12-28,29.668085106382982,6.819148936170213,27.361702127659573,28.0468085106383,12.404255319148936
2022-12-29,29.217777777777776,5.124444444444444,28.80222222222222,27.431111111111115,11.30888888888889
2022-12-30,29.921739130434784,9.1,30.969565217391303,27.495652173913044,17.319565217391304
2022-12-31,31.817391304347826,18.641304347826086,38.67826086956522,28.421739130434784,24.35217391304348
2023-01-01,32.39333333333333,22.695555555555554,37.65111111111111,27.442222222222224,26.313333333333333
2023-01-02,30.37608695652174,21.330434782608698,35.54565217391304,26.400000000000002,25.323913043478264
2023-01-03,27.711111111111112,18.024444444444445,39.160000000000004,26.37333333333333,20.77111111111111
2023-01-04,26.88372093023256,17.97906976744186,33.253488372093024,26.348837209302324,21.68139534883721
2023-01-05,27.49111111111111,18.682222222222222,36.27777777777778,26.353333333333335,24.41111111111111
2023-01-06,26.72083333333333,16.7,29.454166666666666,25.920833333333334,25.008333333333336
