이벤트발생일,수분1,수분2,수분3,수분4,수분5
2022-11-27 02:57:33,27.8,22.6,23.1,26.8,27.5
2022-11-27 03:28:33,27.4,22.1,23.1,25.8,27.3
2022-11-27 03:59:33,27.5,21,23.4,25.9,24.8
2022-11-27 04:30:33,27.5,21.4,23.2,25.8,27.4
2022-11-27 05:01:32,27.5,22.1,23.6,26.3,26.4
2022-11-27 05:32:32,27.9,21,23.3,27,25.8
2022-11-27 06:03:32,27.7,20.7,23.4,25.1,25.1
2022-11-27 06:34:32,27.5,21.1,23.4,25,26.4
2022-11-27 07:05:32,27,20.6,23.7,24.9,25.1
2022-11-27 07:36:32,27.3,21.1,23.8,24.9,27.2
2022-11-27 08:07:32,28.3,21,24.3,25.1,27.4
2022-11-27 08:38:32,29.4,22.4,25.5,27.5,25.2
2022-11-27 09:09:31,29.6,23.2,26.3,27.7,26.3
2022-11-27 09:40:31,30.4,24.3,27,28.2,27.7
2022-11-27 10:11:31,30.6,25,27.4,28.5,28.2
2022-11-27 10:42:31,30.9,25.1,27.8,28.8,28.3
2022-11-27 11:13:31,31.4,26,28.4,28.8,28.5
2022-11-27 11:44:31,32.2,26,28.8,28.9,29.3
2022-11-27 12:15:31,32.4,26.9,29.4,29.4,29.7
2022-11-27 12:46:30,33.1,26.9,29.7,29.7,29.6
2022-11-27 13:17:30,32.7,25.5,30.1,28.2,28.2
2022-11-27 13:48:30,32.9,25.2,30,28.2,28.1
2022-11-27 14:19:30,32.3,24.7,29.4,27.7,27.8
2022-11-27 14:50:30,32.3,24.7,28.6,27.5,27.7
2022-11-27 15:52:30,31.3,23.7,27.8,26.9,27.4
2022-11-27 16:23:29,30.4,22.4,27.2,25.9,26.4
2022-11-27 16:54:29,29.7,21.9,26.2,25.9,26.3
2022-11-27 17:25:29,28.8,21,25.6,25.1,25.9
2022-11-27 17:56:29,29.4,20.8,25.1,25.2,25.5
2022-11-27 18:27:29,29.4,20.6,24.9,24.8,25.8
2022-11-27 18:58:29,29.4,23.2,24.4,27,27.8
2022-11-27 19:29:28,29.7,22.2,24.7,27.4,26.3
2022-11-27 20:00:28,28.1,23.6,24.2,26.3,26.3
2022-11-27 20:31:28,28.3,23.3,23.7,27.5,27
2022-11-27 21:02:28,28.6,22.7,24.2,26.9,26.4
2022-11-27 21:33:28,28.6,22.4,23.8,26.8,26.8
2022-11-27 22:05:00,28.4,22.7,24.2,26.8,26.8
2022-11-27 22:36:00,28.3,22.1,23.8,26.3,27.2
2022-11-27 23:06:28,28.6,21.9,23.7,26.9,26.8
2022-11-27 23:37:27,27.9,22.6,23.8,26.8,26.2
2022-11-28 00:08:27,28.4,22.1,23.8,26.2,27.5
2022-11-28 00:39:27,28.5,22.5,23.6,26.8,27.7
2022-11-28 01:10:27,28.5,22.5,23.8,26.2,27.5
2022-11-28 01:41:27,28.3,22.2,23.8,26.3,27.3
2022-11-28 02:12:27,28.4,22.4,24.2,27.2,27
2022-11-28 02:43:27,28.8,22.5,24.8,27,27.2
2022-11-28 03:14:26,28.8,23.2,24.9,27.5,26.2
2022-11-28 03:45:26,28.9,23.4,24.8,27.4,27.4
2022-11-28 04:16:26,29.4,23.4,25.1,27.5,27.9
2022-11-28 04:47:26,29.4,23.6,25.4,27.5,26.9
2022-11-28 05:18:26,28.9,23.4,25.4,27,27.9
2022-11-28 05:49:26,29.7,22.9,25.2,27.5,26.9
2022-11-28 06:20:26,29.7,21.9,24.8,26,25.6
2022-11-28 06:51:26,28.5,22.6,25.2,26.2,26.4
2022-11-28 07:22:25,29.4,22.1,25.2,26.4,26.4
2022-11-28 07:53:25,29.3,22.9,25.2,26.4,27.9
2022-11-28 08:24:25,30,22.9,25.9,27.4,27.7
2022-11-28 08:55:25,30.7,23.4,26,27.2,27.7
2022-11-28 09:26:25,30.7,24.6,26.8,27.5,28.1
2022-11-28 09:57:25,30.4,24.7,26.8,27.5,27.8
2022-11-28 10:28:25,30.2,24.3,26.2,27.4,27.7
2022-11-28 10:59:24,30.2,24.2,27.2,27.9,27.5
2022-11-28 11:30:24,30.7,23.8,26.4,27.7,27.7
2022-11-28 12:01:24,31.1,23.4,26.3,27.9,27.5
2022-11-28 12:32:24,30.9,23.3,26.9,27.9,27.5
2022-11-28 13:03:24,31.1,22.5,26.4,26.2,26.2
2022-11-28 13:34:24,31.1,22.7,27.4,26.8,26.8
2022-11-28 14:05:23,31.1,22.6,27.5,26.8,26.8
2022-11-28 14:36:23,30.4,23.6,27.3,26,26.8
2022-11-28 15:07:23,30.7,23.7,27.5,27,27
2022-11-28 15:38:23,30.6,23.7,27.5,27,27.2
2022-11-28 16:09:23,30.6,23.6,27.4,26.2,27.3
2022-11-28 16:40:23,31.1,22.7,27.5,26.2,26.9
2022-11-28 17:11:23,30,22.6,27.3,26.4,27.2
2022-11-28 17:42:22,30.9,22.6,26.3,26.2,26.9
2022-11-28 18:13:22,30.1,23.1,26.3,25.8,26.3
2022-11-28 18:44:22,30.4,22.2,27,26.2,26
2022-11-28 19:15:22,32,25.1,26.3,29.6,28.6
2022-11-28 19:46:22,31.3,23.8,26.9,28.6,28.9
2022-11-28 20:17:22,31.4,25.2,28.4,30.1,28.8
2022-11-28 20:48:22,34.1,28.4,31.4,34.7,30.9
2022-11-28 21:19:21,35.1,30.2,31.3,35.7,33.1
2022-11-28 21:50:21,36.4,31.1,32.4,37.9,33.3
2022-11-28 22:21:21,37.7,33.3,32.7,40.3,33.1
2022-11-28 22:52:21,40.8,33.6,36.1,46.8,32.9
2022-11-28 23:23:21,44.2,33.3,35.5,57.1,31.5
2022-11-28 23:54:21,46.4,30.9,99.9,55.2,32
2022-11-29 00:25:21,44,34.1,99.9,56.4,32.2
2022-11-29 00:56:20,47.6,30.9,99.9,60.5,32.3
2022-11-29 01:27:20,47.4,32.7,99.9,60.1,33.1
2022-11-29 01:58:20,47.2,31.5,99.9,58.4,33.1
2022-11-29 02:29:20,47.4,31.5,99.9,61.3,32.7
2022-11-29 03:00:20,46,33.1,99.9,61.8,32.9
2022-11-29 03:31:20,47.3,31.3,99.9,58.8,32.7
2022-11-29 04:02:19,46.4,33.3,99.9,61.8,33.1
2022-11-29 04:33:19,46,34.1,99.9,61,33.1
2022-11-29 05:04:19,46.2,33.4,99.9,65.2,32.9
2022-11-29 05:35:19,47.2,34.1,99.9,63.7,32.7
2022-11-29 06:06:19,46.3,31.1,99.9,58.8,33.1
2022-11-29 06:37:19,48.7,30.1,99.9,59.5,33.6
2022-11-29 07:08:19,46.2,33.1,99.9,57,33.3
2022-11-29 07:39:18,47.2,32.7,99.9,57,33.3
2022-11-29 08:10:18,47.9,30.7,99.9,58.2,32.5
2022-11-29 08:41:18,46.4,32.2,99.9,60.2,33.3
2022-11-29 09:12:18,47.4,31.4,99.9,57.6,32.7
2022-11-29 09:43:18,47.2,31.1,99.9,60.5,32.9
2022-11-29 10:14:18,47.4,32.2,99.9,60.7,32.7
2022-11-29 10:45:18,46.6,32.1,99.9,58.3,33.1
2022-11-29 11:16:17,47.3,31.3,99.9,57.5,32.3
2022-11-29 11:47:17,47.3,32.7,99.9,59.8,32.7
2022-11-29 12:18:17,46.8,32.4,99.9,58.2,33.1
2022-11-29 12:49:17,46.8,32,99.9,57.3,33.1
2022-11-29 13:20:17,46.7,28.8,99.9,50.4,32.7
2022-11-29 13:51:17,46.9,28.8,99.9,49.8,32.2
2022-11-29 14:22:17,46.9,28.6,99.9,50.8,32.5
2022-11-29 14:53:16,46.9,28.5,99.9,48.9,32.2
2022-11-29 15:24:16,45,29.6,99.9,47.6,32.2
2022-11-29 15:55:16,44,28.5,99.9,47,31.4
2022-11-29 16:26:16,45.8,27.7,99.9,47.8,32.1
2022-11-29 16:57:16,44.2,27.2,99.9,47,30.2
2022-11-29 17:28:16,43.8,27.2,99.9,46.8,30.7
2022-11-29 17:59:15,44.6,26.8,99.9,47,31.5
2022-11-29 18:30:15,43.3,25.6,99.9,46.7,30.1
2022-11-29 19:01:15,46,29.7,99.9,57.5,32.2
2022-11-29 19:32:15,45.1,29.8,99.9,56.1,30.6
2022-11-29 20:03:15,45,30,99.9,58.1,32.1
2022-11-29 20:34:15,43.8,30.1,99.9,57.1,31.1
2022-11-29 21:05:15,44.2,30,99.9,56.9,31.4
2022-11-29 21:36:15,43.8,29.8,99.9,57,32
2022-11-29 22:07:14,43.5,30.4,99.9,56.1,32.4
2022-11-29 22:38:14,43.3,30.1,99.9,56.9,30.4
2022-11-29 23:09:14,43.7,29.4,99.9,56.1,32.7
2022-11-30 00:11:14,43.2,30.1,99.9,55.9,32
2022-11-30 00:42:14,43.7,30.1,99.9,56.6,30.9
2022-11-30 01:13:14,42.9,30,99.9,56.1,32.3
2022-11-30 01:44:13,42.9,29.8,99.9,55.1,32.7
2022-11-30 02:15:13,43.4,28.8,99.9,55,29.7
2022-11-30 02:46:13,43,29.3,99.9,54.2,30.6
2022-11-30 03:17:13,42,29.6,99.9,53.1,30.7
2022-11-30 03:48:13,42.1,29.3,99.9,51.3,30.9
2022-11-30 04:19:13,42,29.7,99.9,54.2,34
2022-11-30 04:50:13,41.1,29.4,99.9,52,32.4
2022-11-30 05:21:12,42.3,28.5,99.9,48,29.6
2022-11-30 05:52:12,41.6,27.5,99.9,48.6,32.7
2022-11-30 06:23:12,40.7,26.9,99.9,44.4,30.7
2022-11-30 06:54:12,40.3,26,99.9,44.1,32.3
2022-11-30 07:25:12,40.7,25.6,99.9,43.8,30.4
2022-11-30 07:56:12,39.5,25.8,99.9,43.3,30.7
2022-11-30 08:27:12,40.8,25.8,99.9,43.4,32.7
2022-11-30 08:58:12,40.6,26.4,99.9,42,32.3
2022-11-30 09:29:11,41.3,27.4,99.9,43.4,33.1
2022-11-30 10:00:11,41.2,27.9,99.9,44.1,32.7
2022-11-30 10:31:11,41.6,28.4,99.9,44.9,31.4
2022-11-30 11:02:11,41,29.7,99.9,44.6,31.5
2022-11-30 11:33:11,41.2,30,99.9,44.8,31.5
2022-11-30 12:04:11,42,30.4,99.9,45,32.2
2022-11-30 12:35:11,42.3,30.4,99.9,46.3,32.1
2022-11-30 13:06:11,42,27.8,99.9,41.1,30.1
2022-11-30 13:37:10,43.2,28.8,99.9,41.9,30.4
2022-11-30 14:08:10,42.9,27.9,99.9,40.7,29.7
2022-11-30 14:39:10,41.3,27.8,99.9,41.2,29.7
2022-11-30 15:10:10,42.9,27.5,99.9,40.6,30.6
2022-11-30 15:41:10,41.6,26.2,99.9,39.2,29.6
2022-11-30 16:12:10,41.2,26.4,99.9,39,29.8
2022-11-30 16:43:10,39.5,26,99.9,39,29.8
2022-11-30 17:14:09,41,25.9,99.9,38.1,29.3
2022-11-30 17:45:09,38.4,25.5,92.7,37.4,28.8
2022-11-30 18:16:09,38.4,25.8,91.8,37.4,27.5
2022-11-30 18:47:09,40.8,27.2,88.8,43.3,30.2
2022-11-30 19:18:09,39.5,27.2,99.9,42.3,32.1
2022-11-30 19:49:09,38.3,28.1,99.9,43,29.7
2022-11-30 20:20:09,38.3,28.2,99.9,41.6,33.1
2022-11-30 20:51:09,38.7,27.3,99.9,40.7,31.3
2022-11-30 21:22:08,38.1,27.5,99.9,40.2,32.1
2022-11-30 21:53:08,38.3,26.9,79.6,40.4,30.7
2022-11-30 22:24:08,37.8,27.3,85,39.5,30.7
2022-11-30 22:55:08,38.1,27.9,91.6,38.7,32.9
2022-11-30 23:26:08,37.5,27.8,92.7,39.5,30.7
2022-11-30 23:57:08,39,27,95.2,38.3,33.1
2022-12-01 00:28:08,37.5,27.4,74.8,39.2,32
2022-12-01 00:59:08,37.8,27.7,81.4,38.5,33.4
2022-12-01 01:30:07,37.7,27.5,80.6,38.3,33.4
2022-12-01 02:01:07,37.5,27,74.6,38.1,32.4
2022-12-01 02:32:07,37.7,26.4,66.8,38.1,32.7
2022-12-01 03:03:07,37.3,27.3,55.2,37.9,31.4
2022-12-01 03:34:07,36.6,27,49.4,37.9,30.2
2022-12-01 04:05:07,37.5,25.6,44.4,36.6,32.2
2022-12-01 04:36:07,36.6,26.8,36.8,35.7,32.3
2022-12-01 05:07:07,36.4,24.9,33.4,36,29.7
2022-12-01 05:38:06,36.2,24.2,30.7,35.7,30.1
2022-12-01 06:09:06,35.7,22.8,29.7,32.7,30.4
2022-12-01 06:40:06,34.7,22.8,28.8,32.7,30.1
2022-12-01 07:11:06,33.7,22.9,27.4,32.7,29.6
2022-12-01 07:42:06,35.1,21.2,27.2,32,28.2
2022-12-01 08:13:06,33.6,21.5,28.8,31.3,28.6
2022-12-01 08:44:06,34.1,21.1,37.4,31.5,28.5
2022-12-01 09:15:06,33.8,22.2,50.5,31.5,28.8
2022-12-01 09:46:06,35.3,23.4,99.9,32.3,28.8
2022-12-01 10:17:05,35.5,24.7,99.9,34.1,29.8
2022-12-01 10:48:05,35.8,25.6,99.9,34.5,29.7
2022-12-01 11:19:05,35.7,26.8,99.9,34.9,30.4
2022-12-01 11:50:05,36.4,27.7,99.9,35.3,30.9
2022-12-01 12:21:05,36.6,28.3,99.9,35.5,30.7
2022-12-01 12:52:05,37.7,29.6,99.9,35.6,31.1
2022-12-01 13:23:05,38.1,29.3,99.9,32.9,30.4
2022-12-01 13:54:04,38.3,28.8,99.9,33.3,30.6
2022-12-01 14:25:04,38.2,29.3,99.9,33.1,31.1
2022-12-01 14:56:04,38.4,29.7,99.9,33.4,31.4
2022-12-01 15:27:04,37.3,28.2,99.9,32.5,30.9
2022-12-01 15:58:04,38.2,28.2,97.9,32,31.1
2022-12-01 17:00:04,36.5,25.6,67.4,31.4,30.2
2022-12-01 17:31:03,36.8,25.2,60.7,30,29.8
2022-12-01 18:02:03,36.8,23.4,61.1,30,29.4
2022-12-01 18:33:03,34.7,24.9,63.6,29.6,30
2022-12-01 19:04:03,37.5,25.9,46,35.5,32.1
2022-12-01 19:35:03,34.7,25.6,43.3,36.8,30.4
2022-12-01 20:06:03,36.1,26.9,52.8,35.1,32.2
2022-12-01 20:37:10,37.3,26.4,44.8,34.7,30.4
2022-12-01 21:08:03,35.5,26.2,51,35.6,30.1
2022-12-01 21:39:02,36.8,28.1,44.8,34.7,29.7
2022-12-01 22:10:02,36,26.3,35.1,35.5,30
2022-12-01 22:41:02,35.6,26.3,29.7,35.1,30.9
2022-12-01 23:12:02,34.9,26,28.1,34.1,31.3
2022-12-01 23:43:02,34.7,25.2,27.4,33.7,31.1
2022-12-02 00:14:02,34.9,25.6,25.6,34.9,29.4
2022-12-02 00:45:02,34.1,25.2,25.6,33.8,30.4
2022-12-02 01:16:02,34.5,24.6,25.2,33.7,30.9
2022-12-02 01:47:01,33.7,25,25.1,33.7,30.7
2022-12-02 02:18:01,34.5,24.7,25.1,33.8,28.6
2022-12-02 02:49:01,34,24.3,25.2,33.8,29.8
2022-12-02 03:20:01,33.4,23.7,24.9,33.1,29.7
2022-12-02 03:51:01,33.4,23.2,24.8,33.1,30.4
2022-12-02 04:22:01,33.4,23.2,25.6,33.1,30.6
2022-12-02 04:53:01,33.3,22.9,25.2,33.3,31.1
2022-12-02 05:24:01,33.7,22.2,25.2,32.9,28.2
2022-12-02 05:55:00,33.6,22.1,25,32.9,28.5
2022-12-02 06:26:00,32.9,20.8,24.3,30.4,27.4
2022-12-02 06:57:07,32.7,20.6,24.2,30.4,27.4
2022-12-02 07:28:00,32.2,20.3,24.2,30.1,26
2022-12-02 07:59:00,32.9,20.2,24.3,30.2,26.8
2022-12-02 08:30:00,32.7,21.5,99.9,30.9,27
2022-12-02 09:01:00,33.4,22.4,99.9,31.1,29.6
2022-12-02 09:32:00,34.7,21.8,99.9,32.7,28.8
2022-12-02 10:02:59,33.7,23.3,99.9,32.9,28.2
2022-12-02 10:33:59,35.1,23.4,99.9,33.1,28.8
2022-12-02 11:04:59,35.1,24.9,99.9,33.4,28.8
2022-12-02 11:35:59,35.3,26.2,99.9,34,29.7
2022-12-02 12:06:59,35.7,27.8,99.9,33.7,30.2
2022-12-02 12:37:59,36.2,29.3,99.9,34.1,30.7
2022-12-02 13:08:59,36.5,28.1,99.9,31.5,30.4
2022-12-02 13:39:58,37.5,27.9,99.9,32,30.6
2022-12-02 14:10:58,36.8,28.8,99.9,32.2,30.7
2022-12-02 14:41:58,37.9,28.1,99.9,32.4,30.4
2022-12-02 15:12:58,37.5,28.6,99.9,32.1,30.9
2022-12-02 15:43:58,36.6,28.1,99.9,31.1,30.7
2022-12-02 16:14:58,35.7,28.6,95.2,30.7,30.7
2022-12-02 16:45:58,35.8,27.2,81.8,29.8,30.2
2022-12-02 17:16:57,34.7,25.9,67.2,29.4,29.4
2022-12-02 17:47:57,34.1,24.6,58.7,28.6,28.5
2022-12-02 18:18:57,33.7,24.8,62.6,28.5,28.6
2022-12-02 18:49:57,36.2,26.8,67.2,35.5,28.9
2022-12-02 19:20:57,35.1,26,63.8,34.5,28.5
2022-12-02 20:23:29,35.1,25.6,61.1,34.1,28.1
2022-12-02 21:24:56,34.1,25.8,54.2,32.7,29.8
2022-12-02 21:55:56,33.1,26.8,56.3,33.6,28.2
2022-12-02 22:26:56,33.1,26.2,53.3,33.1,29.8
2022-12-02 22:57:56,34.5,25.9,55.2,33.1,29.8
2022-12-02 23:28:56,33.3,25.5,58.7,33.1,27.9
2022-12-02 23:59:56,33.6,25.6,75.6,33.1,28.2
2022-12-03 01:01:56,33.6,25.6,73.6,32.9,28.6
2022-12-03 01:32:55,33.7,25.8,87.2,33.3,29.3
2022-12-03 02:03:55,33.1,26,93.1,32.7,28.9
2022-12-03 02:34:55,33.3,26.2,98.8,33.6,28.2
2022-12-03 03:06:02,33.4,26.2,99.9,33.6,27.9
2022-12-03 03:36:55,33.4,26,99.9,33.3,30.4
2022-12-03 04:07:55,34.1,25.6,99.9,33.1,29.7
2022-12-03 04:38:55,33.8,25.9,99.9,33.1,29.4
2022-12-03 05:09:55,34,25.9,99.9,33.3,29.6
2022-12-03 05:40:54,33.3,26,99.9,33.7,27.9
2022-12-03 06:11:54,33.7,25,99.9,32.1,28.3
2022-12-03 06:42:54,33.3,25,99.6,31.4,28.9
2022-12-03 07:13:54,34.5,24.7,99.9,31.4,28.9
2022-12-03 07:44:54,34.1,25.2,99.9,31.1,29.6
2022-12-03 08:15:54,32.7,26.3,99.9,31.1,29.4
2022-12-03 08:46:54,34.7,26.3,99.9,32.9,28.9
2022-12-03 09:17:53,34.7,27.5,99.9,32.9,28.8
2022-12-03 09:48:53,35.5,27.4,99.9,32.5,29.7
2022-12-03 10:20:00,35.6,26.9,99.9,32.4,30.2
2022-12-03 10:50:53,34.9,28.2,99.9,32.7,30.4
2022-12-03 11:21:53,36,27.3,99.9,33.6,30.1
2022-12-03 11:52:53,34.7,28.2,99.9,33.4,30.4
2022-12-03 12:23:53,34.7,27.2,99.9,33.1,30.1
2022-12-03 12:54:52,35.8,27.4,99.9,33.3,30.2
2022-12-03 13:25:52,36.5,25.6,99.9,31.1,27.9
2022-12-03 13:56:52,35.5,27.2,99.9,30.4,30.2
2022-12-03 14:27:52,36.6,26.3,99.9,31.5,30
2022-12-03 14:58:52,37.4,27.2,99.9,31.3,30.7
2022-12-03 15:29:52,36.8,27.7,99.9,31.1,30.7
2022-12-03 16:00:52,35.8,27.8,99.9,32.1,30.1
2022-12-03 16:31:51,36,25.6,99.9,31.4,29.7
2022-12-03 17:02:51,36.5,27.4,99.9,32,30
2022-12-03 17:33:51,35.1,26.2,99.9,30.4,29.3
2022-12-03 18:04:51,35.6,24.9,99.9,29.7,28.3
2022-12-03 18:35:51,35.3,24.2,99.9,29.7,27.5
2022-12-03 20:08:50,36.6,26.2,99.9,33.3,30.7
2022-12-03 20:39:50,36.6,27.3,99.9,33.4,30.9
2022-12-03 21:10:50,35.6,26.9,99.9,34.9,28.5
2022-12-03 21:41:50,35.6,27.5,99.9,33.7,28.6
2022-12-03 22:12:50,35.7,27,99.9,34.5,30.4
