z6-20054,Port1,,Port2,,Port3,,Port4,,Port5,,Port6,,Port7,,Port8,
# Records: 4106,TEROS 21 Water Potential/Temp,,TEROS 21 Water Potential/Temp,,TEROS 21 Water Potential/Temp,,TEROS 21 Water Potential/Temp,,TEROS 21 Water Potential/Temp,,TEROS 21 Water Potential/Temp,,Battery,,Barometer,
Timestamps, kPa Matric Potential, ¡ÆC Soil Temperature, kPa Matric Potential, ¡ÆC Soil Temperature, kPa Matric Potential, ¡ÆC Soil Temperature, kPa Matric Potential, ¡ÆC Soil Temperature, kPa Matric Potential, ¡ÆC Soil Temperature, kPa Matric Potential, ¡ÆC Soil Temperature,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, ¡ÆC Logger Temperature
,,,,,,,,,,,,,,,,
2023-03-05 15:10:00,-0.2,6.2,-0.1,7,-0.2,6.8,-502.5,25.8,-24.4,16.1,-15.5,11.9,34,7046,102.43,20.6
2023-03-05 15:20:00,-0.2,6.3,-0.1,7.2,-0.2,7,-586,24.9,-24.4,16.1,-15.6,12,35,7063,102.42,20.1
2023-03-05 15:30:00,-0.2,6.4,-0.1,7.3,-0.2,7,-677.8,23.4,-24.6,15.9,-15.6,12,35,7068,102.44,19.2
2023-03-05 15:40:00,-0.2,6.5,-0.1,7.4,-0.2,7.2,-767.9,22.1,-24.7,15.5,-15.6,12,35,7068,102.44,18.4
2023-03-05 15:50:00,-0.2,6.5,-0.1,7.5,-0.2,7.2,-860.2,20.9,-24.7,15.2,-15.6,12,35,7068,102.45,17.7
2023-03-05 16:00:00,-0.2,6.6,-0.1,7.6,-0.2,7.3,-963.2,19.8,-24.8,14.8,-15.6,11.9,35,7071,102.45,17.1
2023-03-05 16:10:00,-0.2,6.7,-0.1,7.7,-0.2,7.4,-1048.6,18.6,-24.9,14.4,-15.6,11.8,35,7063,102.45,16.5
2023-03-05 16:20:00,-0.2,6.8,-0.1,7.7,-0.2,7.5,-1150.5,17.2,-25,14,-15.6,11.6,35,7065,102.45,15.8
2023-03-05 16:30:00,-0.2,6.9,-0.1,7.8,-0.2,7.6,-1251.1,16.6,-25.1,13.6,-15.7,11.5,35,7068,102.44,15.6
2023-03-05 16:40:00,-0.2,6.9,-0.1,7.8,-0.2,7.6,-1348.3,16.2,-25.2,13.3,-15.7,11.4,35,7068,102.43,15.3
2023-03-05 16:50:00,-0.2,7,-0.1,7.9,-0.2,7.7,-1450.1,15.5,-25.3,13,-15.8,11.2,35,7066,102.42,15
2023-03-05 17:00:00,-0.2,7,-0.1,7.9,-0.2,7.7,-1560.3,14.9,-25.4,12.7,-15.8,11.1,35,7071,102.42,14.5
2023-03-05 17:10:00,-0.2,7.1,-0.1,8,-0.2,7.7,-1688.5,14.2,-25.5,12.4,-15.9,11,34,7036,102.42,14.2
2023-03-05 17:20:00,-0.2,7.2,-0.1,8,-0.2,7.8,-1802.2,13.5,-25.5,12.1,-15.9,10.8,34,7045,102.42,13.8
2023-03-05 17:30:00,-0.2,7.2,-0.1,8,-0.2,7.8,-1907.6,12.8,-25.6,11.8,-16,10.7,34,7049,102.42,13.4
2023-03-05 17:40:00,-0.2,7.2,-0.1,8,-0.2,7.8,-2011.8,12.1,-25.7,11.5,-16.1,10.5,35,7053,102.41,13
2023-03-05 17:50:00,-0.2,7.3,-0.1,8,-0.2,7.8,-2138.4,11.4,-25.8,11.2,-16.1,10.3,35,7055,102.41,12.5
2023-03-05 18:00:00,-0.2,7.3,-0.1,8,-0.2,7.8,-2281.9,10.6,-25.8,10.8,-16.2,10.2,35,7055,102.42,11.9
2023-03-05 18:10:00,-0.2,7.3,-0.1,8,-0.2,7.8,-2436.1,9.7,-25.9,10.4,-16.3,10,35,7055,102.42,11.2
2023-03-05 18:20:00,-0.2,7.3,-0.1,8,-0.2,7.8,-2539.8,8.8,-25.9,10,-16.4,9.8,35,7058,102.42,10.4
2023-03-05 18:30:00,-0.2,7.4,-0.1,8,-0.2,7.8,-2654.6,7.9,-26,9.6,-16.5,9.6,34,7045,102.42,9.5
2023-03-05 18:40:00,-0.2,7.4,-0.1,7.9,-0.2,7.8,-2769.5,6.8,-26.1,9.1,-16.6,9.4,34,7046,102.43,8.6
2023-03-05 18:50:00,-0.2,7.4,-0.1,7.9,-0.2,7.8,-2852.3,6,-26.1,8.6,-16.7,9.1,34,7047,102.44,8
2023-03-05 19:00:00,-0.2,7.4,-0.1,7.9,-0.2,7.8,-2955.9,5.4,-26.2,8.2,-16.9,8.9,34,7047,102.45,7.6
2023-03-05 19:10:00,-0.2,7.4,-0.1,7.8,-0.2,7.8,-2958,4.9,-26.3,7.9,-17,8.7,35,7050,102.45,7.3
2023-03-05 19:20:00,-0.2,7.4,-0.1,7.8,-0.2,7.8,-3034.6,4.6,-26.3,7.6,-17.1,8.5,34,7049,102.45,7.2
2023-03-05 19:30:00,-0.2,7.4,-0.1,7.8,-0.2,7.7,-3116,4.2,-26.3,7.3,-17.2,8.3,34,7049,102.46,6.4
2023-03-05 19:40:00,-0.2,7.4,-0.1,7.7,-0.2,7.7,-3177.6,3.9,-26.4,7,-17.4,8.1,34,7030,102.46,5.6
2023-03-05 19:50:00,-0.2,7.3,-0.1,7.6,-0.2,7.7,-3203.3,3.8,-26.4,6.8,-17.5,8,34,7037,102.46,5
2023-03-05 20:00:00,-0.2,7.3,-0.1,7.6,-0.2,7.6,-3274.1,3.6,-26.4,6.6,-17.6,7.8,34,7036,102.47,4.1
2023-03-05 20:10:00,-0.2,7.3,-0.1,7.5,-0.2,7.6,-3330.4,3.3,-26.5,6.4,-17.8,7.6,34,7026,102.47,3.5
2023-03-05 20:20:00,-0.2,7.3,-0.1,7.5,-0.2,7.5,-3404,3,-26.6,6.2,-17.9,7.5,34,7027,102.48,3.2
2023-03-05 20:30:00,-0.2,7.3,-0.1,7.4,-0.2,7.5,-3408.8,2.7,-26.6,6,-18.1,7.3,34,7029,102.49,3
2023-03-05 20:40:00,-0.2,7.2,-0.1,7.3,-0.2,7.4,-3495.4,2.4,-26.6,5.8,-18.2,7.2,34,7030,102.49,2.8
2023-03-05 20:50:00,-0.2,7.2,-0.1,7.3,-0.2,7.4,-3551.4,2.2,-26.6,5.6,-18.4,7,34,7030,102.49,2.7
2023-03-05 21:00:00,-0.2,7.2,-0.1,7.2,-0.2,7.3,-3557.1,2,-26.6,5.4,-18.6,6.9,34,7031,102.48,2.1
2023-03-05 21:10:00,-0.2,7.1,-0.1,7.2,-0.2,7.3,-3590,1.6,-26.6,5.2,-18.7,6.8,33,7014,102.48,1.2
2023-03-05 21:20:00,-0.2,7.1,-0.1,7.1,-0.2,7.2,-3661,1.3,-26.7,5,-18.9,6.6,33,7017,102.48,0.3
2023-03-05 21:30:00,-0.2,7,-0.1,7,-0.2,7.2,-3681.3,1,-26.7,4.8,-19.1,6.5,33,7017,102.5,0.1
2023-03-05 21:40:00,-0.2,7,-0.1,6.9,-0.2,7.1,-3758.3,0.9,-26.7,4.6,-19.2,6.4,33,7018,102.51,-0.2
2023-03-05 21:50:00,-0.2,7,-0.1,6.9,-0.2,7,-3811.5,0.6,-26.7,4.5,-19.4,6.2,33,7018,102.51,-1
2023-03-05 22:00:00,-0.2,6.9,-0.1,6.8,-0.2,7,-3794.9,0.4,-26.7,4.3,-19.6,6.1,34,7020,102.5,-1.6
2023-03-05 22:10:00,-0.2,6.9,-0.1,6.7,-0.2,6.9,-3820.3,0.1,-26.8,4.1,-19.7,6,34,7020,102.5,-2.1
2023-03-05 22:20:00,-0.2,6.8,-0.1,6.7,-0.2,6.9,-3887.7,0,-26.8,4,-19.9,5.9,33,7017,102.49,-2.4
2023-03-05 22:30:00,-0.2,6.8,-0.1,6.6,-0.2,6.8,-3915.6,-0.2,-26.8,3.8,-20.1,5.8,33,7001,102.49,-2.7
2023-03-05 22:40:00,-0.2,6.8,-0.1,6.5,-0.2,6.8,-3907.5,-0.4,-26.7,3.6,-20.3,5.6,33,7001,102.49,-3.1
2023-03-05 22:50:00,-0.2,6.7,-0.1,6.5,-0.2,6.7,-3918.3,-0.5,-26.7,3.5,-20.5,5.5,33,7006,102.49,-3.2
2023-03-05 23:00:00,-0.2,6.7,-0.1,6.4,-0.2,6.6,-3950,-0.6,-26.7,3.4,-20.7,5.4,33,7008,102.5,-3.3
2023-03-05 23:10:00,-0.2,6.6,-0.1,6.3,-0.2,6.6,-3958.2,-0.8,-26.8,3.3,-20.9,5.3,33,7004,102.5,-3.7
2023-03-05 23:20:00,-0.2,6.6,-0.1,6.3,-0.2,6.5,-4004.9,-1,-26.8,3.1,-21.1,5.2,33,7005,102.5,-4
2023-03-05 23:30:00,-0.2,6.5,-0.1,6.2,-0.2,6.5,-3983.8,-1.1,-26.8,3,-21.3,5.1,33,7005,102.49,-4.2
2023-03-05 23:40:00,-0.2,6.5,-0.1,6.1,-0.2,6.4,-4047.6,-1.2,-26.8,2.9,-21.5,5,33,7007,102.49,-4.4
2023-03-05 23:50:00,-0.2,6.4,-0.1,6.1,-0.2,6.3,-4033.6,-1.3,-26.8,2.8,-21.7,5,33,7007,102.49,-4.2
2023-03-06 00:00:00,-0.2,6.4,-0.1,6,-0.2,6.3,-4067.2,-1.3,-26.8,2.7,-21.9,4.9,33,7007,102.5,-4.1
2023-03-06 00:10:00,-0.2,6.4,-0.1,5.9,-0.2,6.2,-4014.2,-1.4,-26.8,2.6,-22.1,4.8,28,6847,102.49,-4.1
2023-03-06 00:20:00,-0.2,6.3,-0.1,5.9,-0.2,6.2,-3998.5,-1.5,-26.8,2.5,-22.3,4.7,28,6848,102.49,-4.4
2023-03-06 00:30:00,-0.2,6.3,-0.1,5.8,-0.2,6.1,-4001.2,-1.6,-26.8,2.4,-22.6,4.6,27,6820,102.48,-4.8
2023-03-06 00:40:00,-0.2,6.2,-0.1,5.8,-0.2,6.1,-4016,-1.8,-26.8,2.3,-22.8,4.5,28,6847,102.47,-4.8
2023-03-06 00:50:00,-0.2,6.2,-0.1,5.7,-0.2,6,-4026.2,-1.9,-26.9,2.2,-23,4.5,28,6859,102.47,-5
2023-03-06 01:00:00,-0.2,6.1,-0.1,5.6,-0.2,6,-4036.4,-2,-26.9,2.1,-23.2,4.4,28,6866,102.48,-5.1
2023-03-06 01:10:00,-0.2,6.1,-0.1,5.6,-0.2,5.9,-4015.1,-2,-26.9,2,-23.4,4.3,29,6874,102.48,-5
2023-03-06 01:20:00,-0.2,6,-0.1,5.5,-0.2,5.8,-4054.1,-2.1,-26.9,1.9,-23.6,4.2,29,6879,102.48,-5
2023-03-06 01:30:00,-0.2,6,-0.1,5.4,-0.2,5.8,-4042,-2.2,-26.9,1.8,-23.8,4.2,29,6885,102.48,-5.1
2023-03-06 01:40:00,-0.2,5.9,-0.1,5.4,-0.2,5.7,-4066.3,-2.3,-26.8,1.8,-24,4.1,29,6888,102.48,-5.4
2023-03-06 01:50:00,-0.2,5.9,-0.1,5.3,-0.2,5.7,-4029.9,-2.4,-26.8,1.7,-24.2,4,29,6891,102.47,-5.6
2023-03-06 02:00:00,-0.2,5.8,-0.1,5.3,-0.2,5.6,-4037.3,-2.5,-26.8,1.6,-24.4,3.9,29,6893,102.47,-5.7
2023-03-06 02:10:00,-0.2,5.8,-0.1,5.2,-0.2,5.6,-3987.5,-2.6,-26.7,1.5,-24.6,3.8,29,6894,102.45,-5.8
2023-03-06 02:20:00,-0.2,5.8,-0.1,5.2,-0.2,5.5,-3976.4,-2.7,-26.5,1.4,-24.8,3.8,29,6899,102.44,-5.9
2023-03-06 02:30:00,-0.2,5.7,-0.1,5.1,-0.2,5.5,-10551,-2.8,-26.6,1.4,-25,3.7,30,6900,102.43,-5.7
2023-03-06 02:40:00,-0.2,5.7,-0.1,5.1,-0.2,5.4,-20216,-2.8,-26.4,1.3,-25.2,3.6,30,6901,102.42,-5.8
2023-03-06 02:50:00,-0.2,5.6,-0.1,5,-0.2,5.4,-20725,-2.9,-26.4,1.2,-25.4,3.6,30,6905,102.43,-6.1
2023-03-06 03:00:00,-0.2,5.6,-0.1,5,-0.2,5.3,-21661.8,-3.1,-26.5,1.1,-25.6,3.5,30,6903,102.42,-6.2
2023-03-06 03:10:00,-0.2,5.5,-0.1,4.9,-0.2,5.3,-22745.5,-3.2,-26.5,1,-25.8,3.4,30,6905,102.42,-6.4
2023-03-06 03:20:00,-0.2,5.5,-0.1,4.9,-0.2,5.2,-23104.4,-3.3,-26.5,0.9,-26,3.4,30,6907,102.41,-6.3
2023-03-06 03:30:00,-0.2,5.4,-0.1,4.8,-0.2,5.2,-23024.8,-3.3,-26.5,0.9,-26.2,3.3,30,6907,102.4,-6.2
2023-03-06 03:40:00,-0.2,5.4,-0.1,4.8,-0.2,5.2,-23790.1,-3.4,-26.5,0.8,-26.4,3.2,30,6909,102.4,-6.4
2023-03-06 03:50:00,-0.2,5.4,-0.1,4.7,-0.2,5.1,-24620.4,-3.4,-26.4,0.7,-26.6,3.2,30,6910,102.39,-6.4
2023-03-06 04:00:00,-0.2,5.3,-0.1,4.7,-0.2,5.1,-23740.8,-3.5,-26.4,0.6,-26.8,3.1,30,6912,102.38,-6.4
2023-03-06 04:10:00,-0.2,5.3,-0.1,4.6,-0.2,5,-23861.4,-3.6,-26.4,0.6,-27,3.1,30,6913,102.39,-6.4
2023-03-06 04:20:00,-0.2,5.2,-0.1,4.6,-0.2,5,-24711.3,-3.6,-26.4,0.5,-27.2,3,28,6858,102.39,-6.5
2023-03-06 04:30:00,-0.2,5.2,-0.1,4.5,-0.2,5,-23784.6,-3.7,-26.4,0.4,-27.3,2.9,29,6887,102.39,-6.6
2023-03-06 04:40:00,-0.2,5.2,-0.1,4.5,-0.2,4.9,-24876.9,-3.8,-26.4,0.4,-27.5,2.9,29,6891,102.39,-6.7
2023-03-06 04:50:00,-0.2,5.2,-0.1,4.4,-0.2,4.9,-25292.7,-3.9,-26.4,0.3,-27.7,2.8,29,6895,102.39,-6.8
2023-03-06 05:00:00,-0.2,5.1,-0.1,4.4,-0.2,4.8,-25009,-4,-26.4,0.2,-27.9,2.8,29,6895,102.4,-7
2023-03-06 05:10:00,-0.2,5.1,-0.1,4.3,-0.2,4.8,-25310.2,-4,-26.3,0.1,-28.1,2.7,29,6878,102.4,-7.2
2023-03-06 05:20:00,-0.2,5,-0.1,4.3,-0.2,4.7,-24104.4,-4,-26.3,0.1,-28.4,2.7,29,6882,102.4,-7.1
2023-03-06 05:30:00,-0.2,5,-0.1,4.2,-0.2,4.7,-25234.5,-4,-26.2,0,-28.5,2.6,29,6885,102.41,-7
2023-03-06 05:40:00,-0.2,5,-0.1,4.2,-0.2,4.7,-25485.6,-4,-26.2,0,-28.7,2.6,29,6886,102.41,-7
2023-03-06 05:50:00,-0.2,4.9,-0.1,4.1,-0.2,4.6,-25532.6,-4,-26.1,-0.1,-28.9,2.5,29,6888,102.41,-7.1
2023-03-06 06:00:00,-0.2,4.9,-0.1,4.1,-0.2,4.6,-25468,-4.1,-26.1,-0.1,-29.1,2.5,29,6892,102.41,-7.4
2023-03-06 06:10:00,-0.2,4.9,-0.1,4,-0.2,4.5,-25703.7,-4.2,-26.1,-0.1,-29.2,2.4,29,6891,102.4,-7.7
2023-03-06 06:20:00,-0.2,4.8,-0.1,4,-0.2,4.5,-26145.4,-4.2,-26.1,-0.2,-29.5,2.4,29,6893,102.41,-7.9
2023-03-06 06:30:00,-0.2,4.8,-0.1,4,-0.2,4.5,-26729.8,-4.3,-26.1,-0.2,-29.6,2.3,29,6894,102.41,-8
2023-03-06 06:40:00,-0.2,4.7,-0.1,3.9,-0.2,4.4,-26139.4,-4.4,-26,-0.2,-29.8,2.3,28,6869,102.42,-7.9
2023-03-06 06:50:00,-0.2,4.7,-0.1,3.9,-0.2,4.4,-26847,-4.4,-26,-0.2,-30,2.2,29,6876,102.43,-7.6
2023-03-06 07:00:00,-0.2,4.7,-0.1,3.8,-0.2,4.4,-26049.3,-4.3,-25.9,-0.3,-30.2,2.2,29,6881,102.43,-7.3
2023-03-06 07:10:00,-0.2,4.6,-0.1,3.8,-0.2,4.3,-25269.4,-4.2,-25.9,-0.3,-30.4,2.1,29,6883,102.43,-7.2
2023-03-06 07:20:00,-0.2,4.6,-0.1,3.8,-0.2,4.3,-24165.5,-3.9,-25.9,-0.2,-30.5,2.1,28,6850,102.43,-7.2
2023-03-06 07:30:00,-0.2,4.6,-0.1,3.8,-0.2,4.3,-22897.9,-3.5,-25.9,-0.2,-30.7,2.1,28,6856,102.44,-6.8
2023-03-06 07:40:00,-0.2,4.5,-0.1,3.7,-0.2,4.2,-22599.3,-2.8,-25.9,-0.1,-30.9,2.1,28,6862,102.44,-6.2
2023-03-06 07:50:00,-0.2,4.5,-0.1,3.7,-0.2,4.2,-19692.3,-1.9,-25.9,0.1,-31.1,2.1,28,6868,102.46,-5.5
2023-03-06 08:00:00,-0.2,4.5,-0.1,3.7,-0.2,4.2,-17202.7,-0.9,-25.8,0.3,-31.2,2.1,29,6870,102.47,-4.7
2023-03-06 08:10:00,-0.2,4.5,-0.1,3.6,-0.3,4.1,-11811.2,0.3,-25.8,0.6,-31.4,2.1,28,6850,102.49,-3.6
2023-03-06 08:20:00,-0.2,4.4,-0.1,3.6,-0.3,4.1,-4608.9,1.6,-25.8,1,-31.5,2.2,28,6862,102.5,-2.2
2023-03-06 08:30:00,-0.2,4.4,-0.1,3.6,-0.3,4.1,-3256.1,3.2,-25.8,1.4,-31.7,2.3,28,6866,102.52,-1
2023-03-06 08:40:00,-0.2,4.4,-0.1,3.6,-0.3,4,-2990.2,4.8,-25.8,1.9,-31.9,2.4,29,6875,102.52,0.1
2023-03-06 08:50:00,-0.2,4.3,-0.1,3.6,-0.3,4,-2876,6.4,-25.8,2.4,-32.1,2.5,29,6878,102.53,1
2023-03-06 09:00:00,-0.2,4.3,-0.1,3.6,-0.3,4,-2819.7,7.9,-25.8,2.9,-32.2,2.7,29,6884,102.54,2.4
2023-03-06 09:10:00,-0.2,4.3,-0.1,3.6,-0.3,4,-2852.3,9.3,-25.5,3.4,-32.3,2.9,29,6887,102.55,3.9
2023-03-06 09:20:00,-0.2,4.3,-0.1,3.6,-0.3,4,-2860.9,10.6,-25.4,4,-32.5,3.1,29,6875,102.56,5
2023-03-06 09:30:00,-0.2,4.3,-0.1,3.6,-0.3,4,-2933.6,12.1,-25.3,4.5,-32.5,3.3,29,6886,102.55,6.2
2023-03-06 09:40:00,-0.2,4.2,-0.1,3.6,-0.3,4,-3033.9,13.5,-25.5,5.1,-32.6,3.5,29,6894,102.56,7.4
2023-03-06 09:50:00,-0.2,4.2,-0.1,3.6,-0.3,4,-3083.2,15,-25.6,5.7,-32.7,3.8,30,6901,102.56,8.6
2023-03-06 10:00:00,-0.2,4.2,-0.1,3.7,-0.3,4,-3224,16.4,-25.6,6.4,-32.6,4.1,30,6907,102.56,9.7
2023-03-06 10:10:00,-0.2,4.2,-0.1,3.7,-0.3,4,-3354.3,17.6,-25.6,7.1,-32.7,4.4,30,6914,102.56,10.8
2023-03-06 10:20:00,-0.2,4.3,-0.1,3.8,-0.3,4,-3531,18.9,-25.6,7.7,-32.7,4.7,30,6922,102.55,11.9
2023-03-06 10:30:00,-0.2,4.3,-0.1,3.8,-0.3,4.1,-3687.2,20.2,-25.7,8.4,-32.6,5,30,6928,102.54,12.9
2023-03-06 10:40:00,-0.2,4.3,-0.1,3.9,-0.3,4.1,-3946.3,21.3,-25.7,9,-32.5,5.3,30,6923,102.54,14
2023-03-06 10:50:00,-0.2,4.3,-0.1,4,-0.3,4.2,-4254,22.2,-25.7,9.6,-32.4,5.7,31,6934,102.53,14.7
2023-03-06 11:00:00,-0.2,4.3,-0.1,4.1,-0.3,4.3,-4521.6,23,-25.8,10.2,-32.3,6,31,6941,102.52,15.4
2023-03-06 11:10:00,-0.2,4.4,-0.1,4.2,-0.3,4.4,-4846.1,23.9,-25.8,10.8,-32.1,6.4,31,6948,102.51,16
2023-03-06 11:20:00,-0.2,4.4,-0.1,4.3,-0.3,4.4,-5248,24.8,-25.9,11.3,-32,6.7,31,6954,102.48,16.5
2023-03-06 11:30:00,-0.2,4.5,-0.1,4.4,-0.3,4.5,-5689.8,25.3,-26,11.8,-31.8,7,32,6962,102.46,16.8
2023-03-06 11:40:00,-0.2,4.5,-0.1,4.5,-0.3,4.6,-6151.7,26,-26,12.2,-31.5,7.4,31,6947,102.44,17.3
2023-03-06 11:50:00,-0.2,4.6,-0.1,4.6,-0.3,4.8,-6613,26.5,-26.1,12.7,-31.4,7.7,32,6964,102.43,17.7
2023-03-06 12:00:00,-0.2,4.7,-0.1,4.8,-0.4,4.9,-6993.5,27.3,-26.2,13.1,-31.2,8,32,6971,102.42,18.1
2023-03-06 12:10:00,-0.2,4.8,-0.1,4.9,-0.4,5,-7894,27.7,-26.4,13.5,-31,8.3,32,6977,102.4,18.4
2023-03-06 12:20:00,-0.2,4.8,-0.1,5,-0.4,5.1,-8667.5,27.9,-26.5,13.8,-30.8,8.6,32,6983,102.39,18.4
2023-03-06 12:30:00,-0.2,4.9,-0.1,5.2,-0.4,5.2,-9090.7,28.5,-26.6,14,-30.5,8.8,32,6986,102.36,18.7
2023-03-06 12:40:00,-0.2,5,-0.1,5.3,-0.4,5.3,-9912.8,28.9,-26.7,14.4,-30.4,9.1,32,6970,102.34,18.9
2023-03-06 12:50:00,-0.2,5.1,-0.1,5.4,-0.4,5.4,-10799.3,29.2,-26.9,14.7,-30.1,9.4,32,6983,102.32,19.1
2023-03-06 13:00:00,-0.3,5.2,-0.1,5.6,-0.4,5.6,-11240.8,29.1,-26.9,15,-29.8,9.6,32,6988,102.3,19.1
2023-03-06 13:10:00,-0.3,5.2,-0.1,5.7,-0.4,5.7,-11486.7,29.2,-27.1,15.1,-29.5,9.9,33,6994,102.29,19.2
2023-03-06 13:20:00,-0.3,5.3,-0.1,5.9,-0.4,5.8,-11765.1,29.4,-27.2,15.3,-29.2,10.1,33,6999,102.27,19.3
2023-03-06 13:30:00,-0.3,5.4,-0.1,6,-0.4,6,-12061.3,29.4,-27.4,15.5,-29.1,10.3,33,7002,102.25,19.3
2023-03-06 13:40:00,-0.3,5.5,-0.1,6.1,-0.4,6.1,-11994.9,29.2,-27.5,15.6,-28.9,10.5,33,6992,102.23,19.3
2023-03-06 13:50:00,-0.3,5.6,-0.1,6.3,-0.4,6.2,-12128.2,29.2,-27.7,15.8,-28.6,10.8,33,6999,102.22,19.4
2023-03-06 14:00:00,-0.3,5.7,-0.1,6.4,-0.4,6.4,-12390.7,28.5,-27.8,15.9,-28.3,10.9,33,7007,102.22,19.2
2023-03-06 14:10:00,-0.3,5.8,-0.1,6.5,-0.5,6.5,-12187,28.1,-28,15.9,-28.1,11.1,33,7011,102.2,19.2
2023-03-06 14:20:00,-0.3,5.9,-0.1,6.7,-0.4,6.6,-12402.1,27.8,-28.1,15.9,-27.8,11.2,32,6980,102.19,19.1
2023-03-06 14:30:00,-0.3,6,-0.1,6.8,-0.5,6.7,-13188.5,27.3,-28.3,15.9,-27.6,11.4,33,7004,102.18,19
2023-03-06 14:40:00,-0.3,6.1,-0.1,6.9,-0.5,6.8,-13124.9,26.8,-28.4,15.9,-27.3,11.5,33,7011,102.18,19
2023-03-06 14:50:00,-0.3,6.2,-0.1,7,-0.5,6.9,-12929.9,26.5,-28.5,15.9,-27,11.6,33,7016,102.16,19
2023-03-06 15:00:00,-0.3,6.3,-0.1,7.1,-0.5,7,-13121.9,25.9,-28.7,15.9,-26.9,11.7,34,7020,102.16,18.8
2023-03-06 15:10:00,-0.3,6.4,-0.1,7.2,-0.5,7.1,-13215.9,25.2,-28.9,15.8,-26.6,11.8,32,6979,102.16,18.6
2023-03-06 15:20:00,-0.3,6.5,-0.1,7.3,-0.5,7.2,-13430.6,24.6,-29.1,15.8,-26.4,11.8,33,6993,102.16,18.4
2023-03-06 15:30:00,-0.3,6.6,-0.1,7.4,-0.5,7.3,-13313.6,23.8,-29.1,15.7,-26.2,11.9,33,6998,102.16,18.3
2023-03-06 15:40:00,-0.3,6.6,-0.1,7.5,-0.5,7.4,-13743.4,23,-29.2,15.6,-26,11.9,33,7005,102.16,18.1
2023-03-06 15:50:00,-0.3,6.7,-0.1,7.6,-0.5,7.5,-14679,22,-29.4,15.4,-25.8,11.9,33,7009,102.16,17.7
2023-03-06 16:00:00,-0.3,6.8,-0.1,7.7,-0.5,7.6,-15208.8,21.1,-29.5,15.2,-25.6,11.9,33,7014,102.15,17.4
2023-03-06 16:10:00,-0.3,6.9,-0.2,7.8,-0.5,7.6,-14695.9,20.4,-29.6,14.9,-25.4,11.9,32,6984,102.14,17.2
2023-03-06 16:20:00,-0.3,7,-0.2,7.8,-0.5,7.7,-14903.7,19.6,-29.8,14.7,-25.3,11.9,33,6994,102.14,17
2023-03-06 16:30:00,-0.3,7,-0.2,7.9,-0.5,7.8,-15834.2,18.8,-29.9,14.4,-25.1,11.8,33,7000,102.13,16.7
2023-03-06 16:40:00,-0.3,7.1,-0.2,8,-0.5,7.8,-15613.3,18.1,-30,14.2,-25,11.7,33,7005,102.13,16.5
2023-03-06 16:50:00,-0.3,7.2,-0.2,8,-0.5,7.9,-16515.6,17.2,-30.2,13.9,-24.8,11.6,33,7006,102.14,16.1
2023-03-06 17:00:00,-0.3,7.2,-0.2,8.1,-0.5,7.9,-16454.9,16.4,-30.3,13.6,-24.7,11.6,33,7008,102.13,15.7
2023-03-06 17:10:00,-0.3,7.3,-0.2,8.1,-0.5,8,-17381.8,15.5,-30.5,13.3,-24.6,11.4,33,7013,102.13,15.4
2023-03-06 17:20:00,-0.3,7.3,-0.2,8.2,-0.5,8,-18327.2,14.7,-30.6,13,-24.5,11.3,31,6954,102.12,15
2023-03-06 17:30:00,-0.3,7.4,-0.2,8.2,-0.5,8,-19525.2,13.9,-30.7,12.6,-24.5,11.2,32,6968,102.12,14.6
2023-03-06 17:40:00,-0.3,7.4,-0.2,8.2,-0.5,8.1,-19934,13.1,-30.8,12.2,-24.5,11,32,6973,102.11,14.1
2023-03-06 17:50:00,-0.3,7.5,-0.2,8.2,-0.5,8.1,-21557.4,12.2,-30.9,11.9,-24.4,10.9,32,6979,102.13,13.5
2023-03-06 18:00:00,-0.2,7.5,-0.2,8.2,-0.5,8.1,-22376.7,11.4,-31,11.5,-24.3,10.7,32,6982,102.13,12.8
2023-03-06 18:10:00,-0.3,7.5,-0.2,8.2,-0.5,8.1,-24109.9,10.3,-31.1,11,-24.4,10.5,32,6985,102.13,11.9
2023-03-06 18:20:00,-0.2,7.6,-0.2,8.2,-0.6,8.1,-26977.1,9.2,-31.2,10.5,-24.4,10.3,32,6970,102.12,10.9
2023-03-06 18:30:00,-0.2,7.6,-0.2,8.2,-0.5,8.1,-27082.9,8.2,-31.2,10,-24.4,10,32,6974,102.13,9.9
2023-03-06 18:40:00,-0.2,7.6,-0.2,8.2,-0.6,8.1,-29174,7.3,-31.4,9.5,-24.4,9.8,32,6975,102.12,9
2023-03-06 18:50:00,-0.2,7.6,-0.2,8.2,-0.6,8.1,-30317.6,6.6,-31.4,9.1,-24.4,9.6,32,6976,102.12,8.5
2023-03-06 19:00:00,-0.2,7.6,-0.2,8.2,-0.6,8.1,-30881.3,6,-31.5,8.6,-24.5,9.3,32,6979,102.13,8.1
2023-03-06 19:10:00,-0.2,7.6,-0.2,8.1,-0.6,8.1,-34402.9,5.4,-31.6,8.3,-24.6,9.1,31,6959,102.13,7
2023-03-06 19:20:00,-0.2,7.6,-0.2,8.1,-0.6,8,-34529.9,4.9,-31.7,8,-24.7,8.9,32,6962,102.13,6
2023-03-06 19:30:00,-0.2,7.6,-0.2,8,-0.5,8,-35949.7,4.4,-31.8,7.6,-24.7,8.7,32,6964,102.13,5.1
