z6-20054,Port1,,Port2,,Port3,,Port4,,Port5,,Port6,,Port7,,Port8,
# Records: 4106,TEROS 21 Water Potential/Temp,,TEROS 21 Water Potential/Temp,,TEROS 21 Water Potential/Temp,,TEROS 21 Water Potential/Temp,,TEROS 21 Water Potential/Temp,,TEROS 21 Water Potential/Temp,,Battery,,Barometer,
Timestamps, kPa Matric Potential, ¡ÆC Soil Temperature, kPa Matric Potential, ¡ÆC Soil Temperature, kPa Matric Potential, ¡ÆC Soil Temperature, kPa Matric Potential, ¡ÆC Soil Temperature, kPa Matric Potential, ¡ÆC Soil Temperature, kPa Matric Potential, ¡ÆC Soil Temperature,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, ¡ÆC Logger Temperature
,,,,,,,,,,,,,,,,
2023-02-27 18:00:00,-0.2,5,-0.1,5.4,-0.1,5.5,-15.2,8.1,-15.6,8.2,-14.5,8.6,38,7151,103.17,8.4
2023-02-27 18:10:00,-0.2,5.1,-0.1,5.4,-0.1,5.5,-15.2,7.8,-15.6,7.9,-14.5,8.4,38,7145,103.17,7.6
2023-02-27 18:20:00,-0.2,5.1,-0.1,5.4,-0.1,5.5,-15.2,7.6,-15.6,7.6,-14.5,8.1,38,7148,103.17,6.7
2023-02-27 18:30:00,-0.2,5.1,-0.1,5.4,-0.1,5.5,-15.1,7.4,-15.6,7.3,-14.5,7.9,38,7146,103.16,5.6
2023-02-27 18:40:00,-0.2,5.2,-0.1,5.4,-0.1,5.5,-15.1,7.1,-15.5,7,-14.5,7.6,38,7145,103.16,4.4
2023-02-27 18:50:00,-0.2,5.2,-0.1,5.4,-0.1,5.5,-15.1,6.8,-15.5,6.7,-14.5,7.3,38,7144,103.14,3.4
2023-02-27 19:00:00,-0.2,5.2,-0.1,5.4,-0.1,5.5,-15.1,6.6,-15.5,6.4,-14.5,7,38,7144,103.14,2.2
2023-02-27 19:10:00,-0.2,5.2,-0.1,5.3,-0.1,5.5,-15.1,6.3,-15.5,6,-14.5,6.8,38,7144,103.14,1.3
2023-02-27 19:20:00,-0.2,5.2,-0.1,5.3,-0.1,5.5,-15.1,6,-15.5,5.7,-14.5,6.5,37,7137,103.15,0.8
2023-02-27 19:30:00,-0.2,5.2,-0.1,5.3,-0.1,5.5,-15.1,5.8,-15.5,5.4,-14.5,6.2,37,7137,103.14,0.6
2023-02-27 19:40:00,-0.2,5.2,-0.1,5.2,-0.1,5.4,-15.1,5.6,-15.5,5.2,-14.5,6,37,7136,103.14,0.2
2023-02-27 19:50:00,-0.2,5.2,-0.1,5.2,-0.1,5.4,-15.1,5.3,-15.5,5,-14.5,5.7,37,7133,103.14,-0.3
2023-02-27 20:00:00,-0.2,5.2,-0.1,5.2,-0.1,5.4,-15.1,5.2,-15.5,4.8,-14.5,5.5,37,7137,103.14,-0.7
2023-02-27 20:10:00,-0.2,5.2,-0.1,5.1,-0.1,5.3,-15.1,5,-15.5,4.6,-14.5,5.2,37,7137,103.14,-1.1
2023-02-27 20:20:00,-0.2,5.2,-0.1,5.1,-0.1,5.3,-15.1,4.8,-15.5,4.3,-14.4,5,37,7136,103.13,-1.5
2023-02-27 20:30:00,-0.2,5.2,-0.1,5,-0.1,5.3,-15.1,4.6,-15.5,4.1,-14.4,4.8,37,7129,103.14,-1.9
2023-02-27 20:40:00,-0.2,5.2,-0.1,5,-0.1,5.2,-15.1,4.4,-15.5,3.9,-14.5,4.6,37,7130,103.14,-2.1
2023-02-27 20:50:00,-0.2,5.2,-0.1,4.9,-0.1,5.2,-15.1,4.2,-15.4,3.7,-14.4,4.4,37,7131,103.14,-2.6
2023-02-27 21:00:00,-0.2,5.2,-0.1,4.8,-0.1,5.2,-15.1,4,-15.4,3.5,-14.4,4.2,37,7130,103.14,-3
2023-02-27 21:10:00,-0.2,5.2,-0.1,4.8,-0.1,5.1,-15.1,3.8,-15.4,3.3,-14.4,4,37,7133,103.14,-3.4
2023-02-27 21:20:00,-0.2,5.1,-0.1,4.7,-0.1,5.1,-15.1,3.6,-15.4,3.1,-14.4,3.8,37,7128,103.14,-3.8
2023-02-27 21:30:00,-0.2,5.1,-0.1,4.7,-0.1,5,-15.1,3.5,-15.4,2.9,-14.4,3.6,37,7130,103.14,-4.6
2023-02-27 21:40:00,-0.2,5.1,-0.1,4.6,-0.1,5,-15.1,3.3,-15.4,2.8,-14.4,3.4,37,7114,103.13,-5
2023-02-27 21:50:00,-0.2,5,-0.1,4.5,-0.1,4.9,-15.1,3.1,-15.4,2.6,-14.4,3.2,37,7117,103.13,-5.4
2023-02-27 22:00:00,-0.2,5,-0.1,4.5,-0.1,4.9,-15.1,3,-15.4,2.4,-14.4,3.1,37,7119,103.12,-5.7
2023-02-27 22:10:00,-0.2,5,-0.1,4.4,-0.1,4.8,-15.1,2.8,-15.4,2.2,-14.4,2.9,37,7120,103.12,-5.8
2023-02-27 22:20:00,-0.2,5,-0.1,4.3,-0.1,4.8,-15.1,2.6,-15.4,2.1,-14.4,2.7,37,7120,103.13,-6.2
2023-02-27 22:30:00,-0.2,4.9,-0.1,4.3,-0.1,4.7,-15.1,2.5,-15.4,2,-14.4,2.6,37,7113,103.12,-6
2023-02-27 22:40:00,-0.2,4.9,-0.1,4.2,-0.1,4.6,-15.2,2.5,-15.4,1.8,-14.4,2.4,37,7112,103.11,-5.7
2023-02-27 22:50:00,-0.2,4.8,-0.1,4.2,-0.1,4.6,-15.2,2.4,-15.4,1.8,-14.4,2.3,37,7115,103.11,-5.9
2023-02-27 23:00:00,-0.2,4.8,-0.1,4.1,-0.1,4.5,-15.2,2.3,-15.5,1.7,-14.4,2.2,37,7112,103.1,-6.2
2023-02-27 23:10:00,-0.2,4.8,-0.1,4,-0.1,4.5,-15.2,2.3,-15.5,1.7,-14.4,2.1,37,7115,103.08,-6.7
2023-02-27 23:20:00,-0.2,4.7,-0.1,4,-0.1,4.4,-15.2,2.2,-15.5,1.6,-14.4,2,37,7113,103.07,-7.1
2023-02-27 23:30:00,-0.2,4.7,-0.1,3.9,-0.1,4.4,-15.2,2.1,-15.5,1.6,-14.4,2,37,7114,103.06,-7.4
2023-02-27 23:40:00,-0.2,4.6,-0.1,3.9,-0.1,4.3,-15.3,2.1,-15.5,1.5,-14.4,1.9,37,7110,103.05,-7.5
2023-02-27 23:50:00,-0.2,4.6,-0.1,3.8,-0.1,4.3,-15.3,2,-15.5,1.5,-14.4,1.9,37,7112,103.03,-7.6
2023-02-28 00:00:00,-0.2,4.6,-0.1,3.8,-0.1,4.2,-15.3,1.9,-15.5,1.4,-14.4,1.8,37,7111,103.03,-7.6
2023-02-28 00:10:00,-0.2,4.5,-0.1,3.7,-0.1,4.2,-15.3,1.9,-15.5,1.4,-14.4,1.8,34,7020,103.03,-7.1
2023-02-28 00:20:00,-0.2,4.5,-0.1,3.7,-0.1,4.2,-15.3,1.8,-15.5,1.4,-14.4,1.7,34,7034,103.03,-6.5
2023-02-28 00:30:00,-0.2,4.5,-0.1,3.6,-0.1,4.1,-15.4,1.8,-15.5,1.3,-14.4,1.7,34,7048,103.02,-6.2
2023-02-28 00:40:00,-0.2,4.4,-0.1,3.6,-0.1,4.1,-15.4,1.8,-15.5,1.3,-14.4,1.7,34,7030,103.01,-5.6
2023-02-28 00:50:00,-0.2,4.4,-0.1,3.6,-0.1,4,-15.4,1.7,-15.5,1.3,-14.4,1.6,34,7049,103.01,-4.9
2023-02-28 01:00:00,-0.2,4.3,-0.1,3.5,-0.1,4,-15.4,1.7,-15.5,1.3,-14.4,1.6,35,7055,103.01,-4.3
2023-02-28 01:10:00,-0.2,4.3,-0.1,3.5,-0.1,4,-15.4,1.7,-15.6,1.4,-14.4,1.6,35,7059,103.01,-3.9
2023-02-28 01:20:00,-0.2,4.3,-0.1,3.5,-0.1,3.9,-15.4,1.7,-15.6,1.4,-14.4,1.6,35,7062,103.01,-3.6
2023-02-28 01:30:00,-0.2,4.2,-0.1,3.4,-0.1,3.9,-15.5,1.7,-15.6,1.4,-14.4,1.6,35,7065,103,-3.4
2023-02-28 01:40:00,-0.2,4.2,-0.1,3.4,-0.1,3.8,-15.5,1.7,-15.6,1.4,-14.4,1.6,35,7068,102.99,-3.3
2023-02-28 01:50:00,-0.2,4.2,-0.1,3.4,-0.1,3.8,-15.5,1.7,-15.6,1.4,-14.4,1.5,35,7071,102.99,-3.3
2023-02-28 02:00:00,-0.2,4.1,-0.1,3.3,-0.1,3.8,-15.5,1.7,-15.6,1.4,-14.4,1.5,35,7071,102.98,-3.3
2023-02-28 02:10:00,-0.2,4.1,-0.1,3.3,-0.1,3.8,-15.5,1.6,-15.6,1.4,-14.4,1.5,35,7074,102.97,-3.4
2023-02-28 02:20:00,-0.2,4.1,-0.1,3.3,-0.1,3.7,-15.6,1.6,-15.7,1.4,-14.4,1.5,35,7073,102.96,-3.5
2023-02-28 02:30:00,-0.2,4,-0.1,3.2,-0.1,3.7,-15.6,1.6,-15.7,1.4,-14.4,1.5,35,7077,102.94,-3.6
2023-02-28 02:40:00,-0.2,4,-0.1,3.2,-0.1,3.7,-15.6,1.6,-15.7,1.3,-14.4,1.5,35,7074,102.93,-3.7
2023-02-28 02:50:00,-0.2,4,-0.1,3.2,-0.1,3.6,-15.6,1.6,-15.7,1.3,-14.4,1.5,35,7077,102.92,-3.8
2023-02-28 03:00:00,-0.2,4,-0.1,3.2,-0.1,3.6,-15.6,1.6,-15.7,1.3,-14.4,1.4,35,7074,102.91,-4
2023-02-28 03:10:00,-0.2,3.9,-0.1,3.1,-0.1,3.6,-15.6,1.6,-15.7,1.3,-14.4,1.4,35,7075,102.89,-4.3
2023-02-28 03:20:00,-0.2,3.9,-0.1,3.1,-0.1,3.6,-15.7,1.6,-15.7,1.3,-14.4,1.4,35,7077,102.88,-4.7
2023-02-28 03:30:00,-0.2,3.9,-0.1,3.1,-0.1,3.6,-15.7,1.5,-15.7,1.3,-14.4,1.4,35,7076,102.88,-5
2023-02-28 03:40:00,-0.2,3.9,-0.1,3.1,-0.1,3.5,-15.7,1.5,-15.7,1.2,-14.4,1.4,35,7076,102.87,-5.2
2023-02-28 03:50:00,-0.2,3.8,-0.1,3.1,-0.1,3.5,-15.7,1.5,-15.7,1.2,-14.4,1.4,35,7077,102.86,-5.3
2023-02-28 04:00:00,-0.2,3.8,-0.1,3,-0.1,3.5,-15.7,1.5,-15.7,1.2,-14.4,1.3,35,7076,102.86,-5.4
2023-02-28 04:10:00,-0.2,3.8,-0.1,3,-0.1,3.5,-15.8,1.5,-15.8,1.2,-14.4,1.3,35,7077,102.86,-5.5
2023-02-28 04:20:00,-0.2,3.8,-0.1,3,-0.1,3.5,-15.7,1.4,-15.8,1.2,-14.4,1.3,35,7077,102.86,-5.7
2023-02-28 04:30:00,-0.2,3.8,-0.1,3,-0.1,3.4,-15.8,1.4,-15.8,1.1,-14.4,1.3,35,7078,102.86,-5.9
2023-02-28 04:40:00,-0.2,3.7,-0.1,3,-0.1,3.4,-15.8,1.4,-15.8,1.1,-14.4,1.2,35,7071,102.85,-6
2023-02-28 04:50:00,-0.2,3.7,-0.1,2.9,-0.1,3.4,-15.8,1.4,-15.8,1.1,-14.4,1.2,35,7074,102.84,-6.2
2023-02-28 05:00:00,-0.2,3.7,-0.1,2.9,-0.1,3.4,-15.8,1.3,-15.8,1.1,-14.4,1.2,35,7072,102.83,-6.2
2023-02-28 05:10:00,-0.2,3.7,-0.1,2.9,-0.1,3.4,-15.8,1.3,-15.8,1,-14.4,1.2,35,7073,102.83,-6.3
2023-02-28 05:20:00,-0.2,3.7,-0.1,2.9,-0.1,3.4,-15.9,1.3,-15.8,1,-14.4,1.2,35,7074,102.83,-6.4
2023-02-28 05:30:00,-0.2,3.6,-0.1,2.9,-0.1,3.3,-15.9,1.3,-15.8,1,-14.4,1.1,35,7074,102.83,-6.3
2023-02-28 05:40:00,-0.2,3.6,-0.1,2.9,-0.1,3.3,-15.9,1.3,-15.8,1,-14.4,1.1,35,7064,102.84,-6.2
2023-02-28 05:50:00,-0.2,3.6,-0.1,2.8,-0.1,3.3,-15.9,1.3,-15.9,1,-14.4,1.1,35,7067,102.85,-6.1
2023-02-28 06:00:00,-0.2,3.6,-0.1,2.8,-0.1,3.3,-15.9,1.2,-15.9,1,-14.4,1.1,35,7068,102.84,-6.1
2023-02-28 06:10:00,-0.2,3.6,-0.1,2.8,-0.1,3.3,-16,1.2,-15.9,0.9,-14.4,1.1,35,7055,102.83,-6.3
2023-02-28 06:20:00,-0.2,3.6,-0.1,2.8,-0.1,3.3,-16,1.2,-15.9,0.9,-14.4,1.1,35,7064,102.83,-6.4
2023-02-28 06:30:00,-0.2,3.5,-0.1,2.8,-0.1,3.2,-16,1.2,-15.9,0.9,-14.4,1.1,35,7064,102.84,-6.4
2023-02-28 06:40:00,-0.2,3.5,-0.1,2.8,-0.1,3.2,-16,1.2,-15.9,0.9,-14.4,1,35,7065,102.84,-6.3
2023-02-28 06:50:00,-0.2,3.5,-0.1,2.8,-0.1,3.2,-16,1.2,-15.9,0.9,-14.4,1,35,7065,102.84,-6.1
2023-02-28 07:00:00,-0.2,3.5,-0.1,2.7,-0.1,3.2,-16,1.2,-15.9,0.9,-14.4,1,35,7067,102.85,-5.8
2023-02-28 07:10:00,-0.2,3.5,-0.1,2.7,-0.1,3.2,-16,1.1,-15.9,0.9,-14.5,1,34,7039,102.85,-5.6
2023-02-28 07:20:00,-0.2,3.5,-0.1,2.7,-0.1,3.2,-16,1.1,-15.9,0.9,-14.5,1,35,7059,102.86,-5.5
2023-02-28 07:30:00,-0.2,3.4,-0.1,2.7,-0.1,3.2,-16.1,1.1,-16,0.9,-14.5,1,35,7062,102.87,-5.5
2023-02-28 07:40:00,-0.2,3.4,-0.1,2.7,-0.1,3.1,-16.1,1.1,-16,0.9,-14.5,1,35,7062,102.88,-5.4
2023-02-28 07:50:00,-0.2,3.4,-0.1,2.7,-0.1,3.1,-16.1,1.1,-16,0.9,-14.5,1,35,7065,102.89,-5.4
2023-02-28 08:00:00,-0.2,3.4,-0.1,2.7,-0.1,3.1,-16.1,1.1,-16,0.9,-14.5,1,35,7063,102.91,-5.3
2023-02-28 08:10:00,-0.2,3.4,-0.1,2.7,-0.1,3.1,-16.1,1.1,-16,0.9,-14.5,1,35,7065,102.91,-5.1
2023-02-28 08:20:00,-0.2,3.4,-0.1,2.6,-0.1,3.1,-16.1,1.1,-16,0.9,-14.5,1,35,7055,102.92,-4.7
2023-02-28 08:30:00,-0.2,3.4,-0.1,2.6,-0.1,3.1,-16.2,1.1,-16,1,-14.5,1,35,7059,102.93,-4.4
2023-02-28 08:40:00,-0.2,3.4,-0.1,2.6,-0.1,3.1,-16.2,1.1,-16.1,1,-14.5,1,35,7062,102.94,-4
2023-02-28 08:50:00,-0.2,3.3,-0.1,2.6,-0.1,3.1,-16.2,1.1,-16.1,1,-14.5,1,35,7062,102.95,-3.4
2023-02-28 09:00:00,-0.2,3.3,-0.1,2.6,-0.1,3,-16.2,1.1,-16.1,1.1,-14.5,1,35,7064,102.94,-2.8
2023-02-28 09:10:00,-0.2,3.3,-0.1,2.6,-0.1,3,-16.2,1.2,-16.1,1.1,-14.5,1,35,7065,102.95,-2.4
2023-02-28 09:20:00,-0.2,3.3,-0.1,2.6,-0.1,3,-16.3,1.2,-16.1,1.2,-14.5,1,35,7066,102.95,-1.8
2023-02-28 09:30:00,-0.2,3.3,-0.1,2.6,-0.1,3,-16.3,1.2,-16.2,1.4,-14.5,1.1,35,7068,102.96,-1
2023-02-28 09:40:00,-0.2,3.3,-0.1,2.6,-0.1,3,-16.3,1.2,-16.2,1.6,-14.5,1.1,35,7060,102.95,0.1
2023-02-28 09:50:00,-0.2,3.3,-0.1,2.6,-0.1,3,-16.3,1.3,-16.2,1.8,-14.6,1.2,35,7066,102.95,1.3
2023-02-28 10:00:00,-0.2,3.3,-0.1,2.6,-0.1,3,-16.3,1.4,-16.2,2.2,-14.6,1.3,35,7070,102.95,2.9
2023-02-28 10:10:00,-0.2,3.3,-0.1,2.6,-0.1,3,-16.3,1.6,-16.2,2.8,-14.6,1.6,35,7075,102.96,4.5
2023-02-28 10:20:00,-0.2,3.3,-0.1,2.6,-0.1,3,-16.3,1.8,-16.2,3.3,-14.6,2,35,7077,102.97,6.1
2023-02-28 10:30:00,-0.2,3.3,-0.1,2.6,-0.1,3,-16.4,2.2,-16.3,3.8,-14.6,2.4,35,7078,102.96,7.6
2023-02-28 10:40:00,-0.2,3.3,-0.1,2.6,-0.1,3,-16.4,2.6,-16.3,4.4,-14.6,2.9,35,7076,102.95,8.8
2023-02-28 10:50:00,-0.2,3.3,-0.1,2.7,-0.1,3,-16.4,3.1,-16.3,5,-14.6,3.4,36,7081,102.94,9.9
2023-02-28 11:00:00,-0.2,3.3,-0.1,2.7,-0.1,3,-16.4,3.5,-16.3,5.5,-14.6,4,36,7085,102.93,10.9
2023-02-28 11:10:00,-0.2,3.3,-0.1,2.7,-0.1,3,-16.4,4,-16.3,6.1,-14.6,4.5,36,7086,102.92,11.8
2023-02-28 11:20:00,-0.2,3.3,-0.1,2.8,-0.1,3.1,-16.4,4.4,-16.4,6.6,-14.6,5,36,7089,102.91,12.6
2023-02-28 11:30:00,-0.2,3.3,-0.1,2.9,-0.1,3.1,-16.3,4.9,-16.4,7.2,-14.6,5.5,36,7093,102.89,13
2023-02-28 11:40:00,-0.2,3.3,-0.1,3,-0.1,3.2,-16.3,5.3,-16.4,7.6,-14.6,5.9,36,7099,102.87,13.5
2023-02-28 11:50:00,-0.2,3.3,-0.1,3,-0.1,3.3,-16.3,5.6,-16.4,8,-14.6,6.4,36,7102,102.85,13.9
2023-02-28 12:00:00,-0.2,3.4,-0.1,3.1,-0.1,3.3,-16.3,6,-16.4,8.4,-14.6,6.8,36,7106,102.83,14.4
2023-02-28 12:10:00,-0.2,3.4,-0.1,3.2,-0.1,3.4,-16.2,6.5,-16.4,8.8,-14.6,7.2,36,7108,102.82,14.8
2023-02-28 12:20:00,-0.2,3.5,-0.1,3.4,-0.1,3.5,-16.2,6.9,-16.4,9.2,-14.6,7.6,36,7109,102.8,14.7
2023-02-28 12:30:00,-0.2,3.5,-0.1,3.5,-0.1,3.6,-16.2,7.2,-16.4,9.4,-14.6,7.9,37,7112,102.78,14.8
2023-02-28 12:40:00,-0.2,3.6,-0.1,3.6,-0.1,3.7,-16.1,7.6,-16.4,9.7,-14.6,8.2,37,7111,102.75,15.3
2023-02-28 12:50:00,-0.2,3.6,-0.1,3.7,-0.1,3.8,-16.1,7.8,-16.4,9.9,-14.5,8.5,37,7112,102.73,14.9
2023-02-28 13:00:00,-0.2,3.7,-0.1,3.8,-0.1,3.9,-16,8,-16.4,10,-14.5,8.7,37,7116,102.71,15.1
2023-02-28 13:10:00,-0.2,3.8,-0.1,4,-0.1,4,-16,8.2,-16.4,10.2,-14.6,8.9,37,7118,102.68,15.6
2023-02-28 13:20:00,-0.2,3.8,-0.1,4.1,-0.1,4.1,-16,8.4,-16.4,10.4,-14.5,9.1,37,7116,102.65,16.2
2023-02-28 13:30:00,-0.2,3.9,-0.1,4.2,-0.1,4.2,-15.9,8.7,-16.4,10.8,-14.6,9.4,37,7122,102.63,16.7
2023-02-28 13:40:00,-0.2,4,-0.1,4.3,-0.1,4.4,-15.9,9,-16.4,11.2,-14.5,9.7,37,7125,102.61,16.8
2023-02-28 13:50:00,-0.2,4,-0.1,4.5,-0.1,4.5,-15.8,9.2,-16.4,11.5,-14.5,10,37,7126,102.6,17
2023-02-28 14:00:00,-0.2,4.1,-0.1,4.6,-0.1,4.6,-15.8,9.5,-16.4,11.7,-14.5,10.3,37,7128,102.59,17
2023-02-28 14:10:00,-0.2,4.2,-0.1,4.7,-0.1,4.7,-15.7,9.8,-16.4,11.9,-14.5,10.5,37,7122,102.57,16.8
2023-02-28 14:20:00,-0.2,4.3,-0.1,4.8,-0.1,4.8,-15.7,10,-16.4,12.1,-14.5,10.8,37,7129,102.56,16.8
2023-02-28 14:30:00,-0.2,4.3,-0.1,5,-0.1,4.9,-15.6,10.2,-16.4,12.2,-14.5,10.9,37,7131,102.54,16.7
2023-02-28 14:40:00,-0.2,4.4,-0.1,5.1,-0.1,5,-15.5,10.4,-16.4,12.3,-14.5,11.1,37,7136,102.52,16.5
2023-02-28 14:50:00,-0.2,4.5,-0.1,5.2,-0.1,5.1,-15.5,10.5,-16.4,12.4,-14.5,11.2,37,7134,102.52,16.4
2023-02-28 15:00:00,-0.2,4.6,-0.1,5.3,-0.1,5.2,-15.4,10.6,-16.4,12.3,-14.4,11.3,37,7136,102.5,16.1
2023-02-28 15:10:00,-0.2,4.6,-0.1,5.4,-0.1,5.3,-15.4,10.7,-16.4,12.3,-14.4,11.3,37,7136,102.49,15.9
2023-02-28 15:20:00,-0.2,4.7,-0.1,5.5,-0.1,5.4,-15.3,10.8,-16.4,12.2,-14.4,11.3,37,7138,102.48,15.8
2023-02-28 15:30:00,-0.2,4.8,-0.1,5.6,-0.1,5.4,-15.3,10.8,-16.4,12.2,-14.4,11.3,37,7137,102.47,15.7
2023-02-28 15:40:00,-0.2,4.9,-0.1,5.7,-0.1,5.6,-15.2,10.8,-16.4,12.1,-14.4,11.3,38,7140,102.46,15.5
2023-02-28 15:50:00,-0.2,5,-0.1,5.8,-0.1,5.6,-15.2,10.8,-16.4,12,-14.4,11.3,38,7141,102.45,15.3
2023-02-28 16:00:00,-0.2,5,-0.1,5.9,-0.1,5.7,-15.1,10.8,-16.4,11.9,-14.3,11.2,38,7141,102.43,14.9
2023-02-28 16:10:00,-0.2,5.1,-0.1,6,-0.1,5.8,-15.1,10.7,-16.3,11.7,-14.3,11.2,38,7143,102.42,14.7
2023-02-28 16:20:00,-0.2,5.2,-0.1,6,-0.1,5.9,-15.1,10.6,-16.3,11.6,-14.3,11,37,7139,102.42,14.5
2023-02-28 16:30:00,-0.2,5.2,-0.1,6.1,-0.1,5.9,-15,10.5,-16.3,11.4,-14.3,11,38,7141,102.41,14.4
2023-02-28 16:40:00,-0.2,5.3,-0.1,6.1,-0.1,6,-15,10.4,-16.3,11.3,-14.3,10.9,38,7144,102.4,14.3
2023-02-28 16:50:00,-0.2,5.3,-0.1,6.2,-0.1,6,-14.9,10.3,-16.3,11.1,-14.3,10.8,38,7144,102.39,13.9
2023-02-28 17:00:00,-0.2,5.4,-0.1,6.2,-0.1,6.1,-14.9,10.2,-16.3,10.9,-14.3,10.6,38,7145,102.39,13.6
2023-02-28 17:10:00,-0.2,5.4,-0.1,6.3,-0.1,6.1,-14.9,10.1,-16.3,10.7,-14.3,10.5,38,7141,102.4,13.2
2023-02-28 17:20:00,-0.2,5.5,-0.1,6.3,-0.1,6.2,-14.8,10,-16.3,10.5,-14.3,10.3,38,7144,102.4,12.9
2023-02-28 17:30:00,-0.2,5.6,-0.1,6.4,-0.1,6.2,-14.8,9.8,-16.3,10.3,-14.2,10.2,38,7144,102.41,12.4
2023-02-28 17:40:00,-0.2,5.6,-0.1,6.4,-0.1,6.2,-14.8,9.6,-16.2,10.1,-14.2,10,38,7144,102.42,12
2023-02-28 17:50:00,-0.2,5.7,-0.1,6.4,-0.1,6.2,-14.7,9.5,-16.2,9.8,-14.2,9.8,38,7142,102.42,11.4
2023-02-28 18:00:00,-0.2,5.7,-0.1,6.4,-0.1,6.3,-14.7,9.3,-16.2,9.6,-14.2,9.6,38,7144,102.43,10.9
2023-02-28 18:10:00,-0.2,5.7,-0.1,6.4,-0.1,6.3,-14.7,9,-16.2,9.3,-14.2,9.5,38,7144,102.43,10.3
2023-02-28 18:20:00,-0.2,5.8,-0.1,6.4,-0.1,6.3,-14.7,8.8,-16.2,9,-14.2,9.3,37,7128,102.45,9.6
2023-02-28 18:30:00,-0.2,5.8,-0.1,6.4,-0.1,6.3,-14.7,8.6,-16.2,8.8,-14.2,9,37,7135,102.46,8.7
2023-02-28 18:40:00,-0.2,5.8,-0.1,6.4,-0.1,6.3,-14.6,8.4,-16.2,8.6,-14.2,8.8,37,7137,102.46,8.1
2023-02-28 18:50:00,-0.2,5.9,-0.1,6.4,-0.1,6.3,-14.6,8.2,-16.2,8.3,-14.2,8.6,37,7138,102.45,7.8
2023-02-28 19:00:00,-0.2,5.9,-0.1,6.4,-0.1,6.3,-14.6,8,-16.1,8,-14.2,8.4,37,7138,102.44,7.3
2023-02-28 19:10:00,-0.2,5.9,-0.1,6.3,-0.1,6.3,-14.6,7.8,-16.1,7.8,-14.1,8.2,37,7138,102.43,6.6
2023-02-28 19:20:00,-0.2,5.9,-0.1,6.3,-0.1,6.3,-14.6,7.6,-16.1,7.6,-14.2,8,37,7138,102.43,5.8
2023-02-28 19:30:00,-0.2,5.9,-0.1,6.3,-0.1,6.2,-14.6,7.3,-16.1,7.3,-14.2,7.7,37,7137,102.43,5.1
2023-02-28 19:40:00,-0.2,5.9,-0.1,6.2,-0.1,6.2,-14.6,7.1,-16.1,7.1,-14.1,7.5,37,7130,102.42,4.5
2023-02-28 19:50:00,-0.2,5.9,-0.1,6.2,-0.1,6.2,-14.6,6.9,-16.1,6.8,-14.1,7.3,37,7130,102.42,4.1
2023-02-28 20:00:00,-0.2,5.9,-0.1,6.2,-0.1,6.2,-14.6,6.7,-16,6.6,-14.1,7.1,37,7133,102.42,3.8
2023-02-28 20:10:00,-0.2,5.9,-0.1,6.1,-0.1,6.2,-14.6,6.5,-16,6.4,-14.1,6.8,37,7125,102.43,3.4
2023-02-28 20:20:00,-0.2,5.9,-0.1,6.1,-0.1,6.1,-14.6,6.3,-16,6.2,-14.1,6.7,37,7128,102.43,2.8
2023-02-28 20:30:00,-0.2,5.9,-0.1,6,-0.1,6.1,-14.6,6.1,-16,6,-14.1,6.5,37,7126,102.43,2
2023-02-28 20:40:00,-0.2,5.9,-0.1,6,-0.1,6,-14.6,6,-16,5.8,-14.1,6.3,37,7130,102.43,1.8
2023-02-28 20:50:00,-0.2,5.9,-0.1,5.9,-0.1,6,-14.6,5.8,-16,5.7,-14.1,6.1,37,7127,102.43,2
2023-02-28 21:00:00,-0.2,5.9,-0.1,5.9,-0.1,6,-14.6,5.7,-16,5.6,-14.1,6,37,7128,102.43,2.3
2023-02-28 21:10:00,-0.2,5.9,-0.1,5.8,-0.1,5.9,-14.6,5.6,-16,5.6,-14,5.9,37,7129,102.43,2.5
2023-02-28 21:20:00,-0.2,5.8,-0.1,5.8,-0.1,5.9,-14.6,5.5,-16,5.6,-14,5.8,37,7131,102.43,2.7
2023-02-28 21:30:00,-0.2,5.8,-0.1,5.7,-0.1,5.8,-14.7,5.5,-16,5.6,-14,5.8,37,7128,102.44,3
2023-02-28 21:40:00,-0.2,5.8,-0.1,5.7,-0.1,5.8,-14.7,5.4,-16,5.6,-14,5.8,37,7123,102.44,3.2
2023-02-28 21:50:00,-0.2,5.8,-0.1,5.6,-0.1,5.8,-14.7,5.4,-16,5.7,-14,5.7,37,7125,102.43,3.3
2023-02-28 22:00:00,-0.2,5.8,-0.1,5.6,-0.1,5.7,-14.7,5.4,-16,5.6,-14,5.7,37,7125,102.43,3.4
2023-02-28 22:10:00,-0.2,5.7,-0.1,5.6,-0.1,5.7,-14.7,5.4,-16,5.6,-14,5.7,37,7125,102.43,3.6
2023-02-28 22:20:00,-0.2,5.7,-0.1,5.5,-0.1,5.7,-14.7,5.4,-16,5.6,-14,5.6,37,7122,102.41,3.7
2023-02-28 22:30:00,-0.2,5.7,-0.1,5.5,-0.1,5.6,-14.7,5.3,-16,5.6,-14,5.6,37,7123,102.39,3.8
2023-02-28 22:40:00,-0.2,5.7,-0.1,5.4,-0.1,5.6,-14.7,5.3,-16,5.6,-14,5.6,37,7125,102.4,3.9
